sample_id,v1_included,v2_included,v2_reason,remaining_requirements,financial_scope_flag
000068.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000068.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000068.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000068.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000068.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000068.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000068.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000099.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000099.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000099.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000099.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000099.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000099.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000099.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000099.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_text_certification,
000099.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_text_certification,
000166.SZ:2018,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000166.SZ:2019,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000166.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000166.SZ:2021,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000166.SZ:2022,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000166.SZ:2023,False,False,ST_history_label_and_input_certification_pending,historical_industry;annual_financial_certification,
000166.SZ:2024,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000166.SZ:2025,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000407.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000407.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000407.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000407.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000407.SZ:2021,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000407.SZ:2022,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000407.SZ:2023,False,False,ST_history_label_and_input_certification_pending,historical_industry;annual_financial_certification,
000407.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000407.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000408.SZ:2017,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000408.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000408.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000408.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000408.SZ:2021,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000408.SZ:2022,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000408.SZ:2023,False,False,ST_history_label_and_input_certification_pending,historical_industry;annual_financial_certification;annual_text_certification,
000408.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000408.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000419.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000419.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000419.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000419.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000419.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000419.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000419.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000419.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000419.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000501.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000501.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000501.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000501.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000501.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000501.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000501.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000501.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000501.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000504.SZ:2017,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000504.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000504.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000504.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000504.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000504.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000504.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000504.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000504.SZ:2025,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000533.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000533.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000533.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000533.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000533.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000533.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000533.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000533.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000533.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000534.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000534.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000534.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000534.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000534.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000534.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000534.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000534.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000534.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000545.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000545.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000545.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000545.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000545.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000545.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000545.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000545.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000545.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000553.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000553.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000553.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000553.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000553.SZ:2021,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000553.SZ:2022,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000553.SZ:2023,False,False,ST_history_label_and_input_certification_pending,historical_industry;annual_financial_certification,
000553.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000553.SZ:2025,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000555.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000555.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000555.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000555.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000555.SZ:2021,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000555.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000555.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000555.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000555.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000557.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000557.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000557.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000557.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000557.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000557.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000557.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000557.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000557.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000576.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000576.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000576.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000576.SZ:2020,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000576.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000576.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000576.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000576.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000576.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000581.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000581.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000581.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000581.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000581.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000581.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000581.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000581.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000581.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000585.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000585.SZ:2018,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000585.SZ:2019,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000585.SZ:2020,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000585.SZ:2021,False,False,preorigin_financial_industry_or_confirmed_baseline_ST,,
000585.SZ:2022,False,False,known_incomplete_followup_due_to_delisting,,
000589.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000589.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000589.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000589.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000589.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000589.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000589.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000589.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000589.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000593.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000593.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000593.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000593.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000593.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000593.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000593.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000593.SZ:2024,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000593.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000598.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000598.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000598.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000598.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000598.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000598.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000598.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000598.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000598.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000599.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000599.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000599.SZ:2019,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000599.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000599.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000599.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000599.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000599.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000599.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000610.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000610.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000610.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000610.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000610.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000610.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000610.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000610.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000610.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000612.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification;annual_text_certification,
000612.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000612.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000612.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000612.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000612.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000612.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000612.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000612.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000626.SZ:2017,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000626.SZ:2018,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000626.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000626.SZ:2020,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000626.SZ:2021,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000626.SZ:2022,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000626.SZ:2023,False,True,2023 industry corroboration and admission checks passed; consolidated scope retained,,
000626.SZ:2024,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000626.SZ:2025,True,True,Annual financial/text inputs and registry-defined endpoint verified; full-cohort freeze pending.,,
000628.SZ:2017,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000628.SZ:2018,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
000628.SZ:2019,False,False,ST_history_label_and_input_certification_pending,annual_financial_certification,
