sample_id,firm_id,origin,followup_end_exclusive,membership,baseline_ST,registry_label,label_available_date,event_date,event_source_row,status,reason
000019.SZ:2022,000019.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000019.SZ:2023,000019.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000019.SZ:2024,000019.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000019.SZ:2025,000019.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2017,000021.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2018,000021.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2019,000021.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2020,000021.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2021,000021.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2022,000021.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2023,000021.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2024,000021.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000021.SZ:2025,000021.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2017,000027.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2018,000027.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2019,000027.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2020,000027.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2021,000027.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2022,000027.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2023,000027.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2024,000027.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000027.SZ:2025,000027.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2017,000031.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2018,000031.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2019,000031.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2020,000031.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2021,000031.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2022,000031.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2023,000031.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2024,000031.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000031.SZ:2025,000031.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000040.SZ:2017,000040.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000040.SZ:2018,000040.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000040.SZ:2019,000040.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000040.SZ:2020,000040.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000040.SZ:2021,000040.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000040.SZ:2022,000040.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000040.SZ:2023,000040.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000040.SZ:2024,000040.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,1,2024-07-09,2024-07-09,609,verified_registry_endpoint,new_ST_name_transition
000042.SZ:2017,000042.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000042.SZ:2018,000042.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000042.SZ:2019,000042.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000042.SZ:2020,000042.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000042.SZ:2021,000042.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000042.SZ:2022,000042.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000042.SZ:2023,000042.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000042.SZ:2024,000042.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000042.SZ:2025,000042.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000048.SZ:2017,000048.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000048.SZ:2018,000048.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,1,2018-07-02,2018-07-02,2967,verified_registry_endpoint,new_ST_name_transition
000048.SZ:2019,000048.SZ,2019-05-01,2020-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
000048.SZ:2020,000048.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000048.SZ:2021,000048.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000048.SZ:2022,000048.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000048.SZ:2023,000048.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000048.SZ:2024,000048.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000048.SZ:2025,000048.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2017,000055.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2018,000055.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2019,000055.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2020,000055.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2021,000055.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2022,000055.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2023,000055.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2024,000055.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000055.SZ:2025,000055.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2017,000068.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2018,000068.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2019,000068.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2020,000068.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2021,000068.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2022,000068.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2023,000068.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2024,000068.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000068.SZ:2025,000068.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2017,000099.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2018,000099.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2019,000099.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2020,000099.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2021,000099.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2022,000099.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2023,000099.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2024,000099.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000099.SZ:2025,000099.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000166.SZ:2018,000166.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000166.SZ:2019,000166.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000166.SZ:2020,000166.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000166.SZ:2021,000166.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000166.SZ:2022,000166.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000166.SZ:2023,000166.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000166.SZ:2024,000166.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000166.SZ:2025,000166.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2017,000407.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2018,000407.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2019,000407.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2020,000407.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2021,000407.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2022,000407.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2023,000407.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2024,000407.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000407.SZ:2025,000407.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000408.SZ:2017,000408.SZ,2017-05-01,2018-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
000408.SZ:2018,000408.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000408.SZ:2019,000408.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000408.SZ:2020,000408.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,1,2020-05-06,2020-05-06,2581,verified_registry_endpoint,new_ST_name_transition
000408.SZ:2021,000408.SZ,2021-05-01,2022-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
000408.SZ:2022,000408.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000408.SZ:2023,000408.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000408.SZ:2024,000408.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000408.SZ:2025,000408.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2017,000419.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2018,000419.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2019,000419.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2020,000419.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2021,000419.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2022,000419.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2023,000419.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2024,000419.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000419.SZ:2025,000419.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2017,000501.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2018,000501.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2019,000501.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2020,000501.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2021,000501.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2022,000501.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2023,000501.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2024,000501.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000501.SZ:2025,000501.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000504.SZ:2017,000504.SZ,2017-05-01,2018-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
000504.SZ:2018,000504.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000504.SZ:2019,000504.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,1,2019-05-06,2019-05-06,2785,verified_registry_endpoint,new_ST_name_transition
000504.SZ:2020,000504.SZ,2020-05-01,2021-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
000504.SZ:2021,000504.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000504.SZ:2022,000504.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000504.SZ:2023,000504.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000504.SZ:2024,000504.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,1,2025-04-30,2025-04-30,398,verified_registry_endpoint,new_ST_name_transition
000504.SZ:2025,000504.SZ,2025-05-01,2026-05-01,verified_listing_interval,1,,,,,excluded,ST_at_origin
000533.SZ:2017,000533.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000533.SZ:2018,000533.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000533.SZ:2019,000533.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000533.SZ:2020,000533.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000533.SZ:2021,000533.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000533.SZ:2022,000533.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000533.SZ:2023,000533.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000533.SZ:2024,000533.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000533.SZ:2025,000533.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2017,000534.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2018,000534.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2019,000534.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2020,000534.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2021,000534.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2022,000534.SZ,2022-05-01,2023-05-01,verified_listing_interval,0,0,2023-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2023,000534.SZ,2023-05-01,2024-05-01,verified_listing_interval,0,0,2024-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2024,000534.SZ,2024-05-01,2025-05-01,verified_listing_interval,0,0,2025-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000534.SZ:2025,000534.SZ,2025-05-01,2026-05-01,verified_listing_interval,0,0,2026-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000545.SZ:2017,000545.SZ,2017-05-01,2018-05-01,verified_listing_interval,0,0,2018-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000545.SZ:2018,000545.SZ,2018-05-01,2019-05-01,verified_listing_interval,0,0,2019-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000545.SZ:2019,000545.SZ,2019-05-01,2020-05-01,verified_listing_interval,0,0,2020-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000545.SZ:2020,000545.SZ,2020-05-01,2021-05-01,verified_listing_interval,0,0,2021-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
000545.SZ:2021,000545.SZ,2021-05-01,2022-05-01,verified_listing_interval,0,0,2022-04-30,,,verified_registry_endpoint,complete_export_no_new_ST_transition
